code	lc	product_name_ca	product_name_de	product_name_en	product_name_es	product_name_fi	product_name_fr	product_name_it	product_name_nl	product_name_pt	product_name_sv	product_name_tr	generic_name_ca	generic_name_de	generic_name_en	generic_name_es	generic_name_fr	generic_name_nl	generic_name_pt	quantity	serving_size	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	origin_es	manufacturing_places	manufacturing_places_tags	emb_codes	emb_codes_tags	ingredients_text_ca	ingredients_text_de	ingredients_text_en	ingredients_text_es	ingredients_text_fi	ingredients_text_fr	ingredients_text_it	ingredients_text_nl	ingredients_text_pt	ingredients_text_ro	ingredients_text_sv	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kj_prepared_value	energy-kj_prepared_unit	energy-kcal_value	energy-kcal_unit	energy-kcal_prepared_value	energy-kcal_prepared_unit	fat_value	fat_unit	fat_prepared_value	fat_prepared_unit	saturated-fat_value	saturated-fat_unit	saturated-fat_prepared_value	saturated-fat_prepared_unit	carbohydrates_value	carbohydrates_unit	carbohydrates_prepared_value	carbohydrates_prepared_unit	sugars_value	sugars_unit	sugars_prepared_value	sugars_prepared_unit	fiber_value	fiber_unit	proteins_value	proteins_unit	proteins_prepared_value	proteins_prepared_unit	salt_value	salt_unit	salt_prepared_value	salt_prepared_unit	sodium_value	sodium_unit	sodium_prepared_value	sodium_prepared_unit	alcohol_value	alcohol_unit	energy_value	energy_unit	energy_prepared_value	energy_prepared_unit	monounsaturated-fat_value	monounsaturated-fat_unit	polyunsaturated-fat_value	polyunsaturated-fat_unit	lactose_value	lactose_unit	lactose_prepared_value	lactose_prepared_unit	vitamin-c_value	vitamin-c_unit	potassium_value	potassium_unit	phosphorus_value	phosphorus_unit	zinc_value	zinc_unit	fruits-vegetables-nuts_value	fruits-vegetables-nuts_unit	packaging_1_number_of_units	packaging_1_shape	packaging_1_material	packaging_1_recycling	packaging_2_number_of_units	packaging_2_shape	packaging_2_material	packaging_2_recycling	packaging_3_number_of_units	packaging_3_shape	packaging_3_material	packaging_4_material	packaging_5_material	nutriscore_score_producer	nutriscore_grade_producer	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_score	off:ecoscore_data.missing_key_data	off:ecoscore_data.agribalyse.code	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	sources_fields:org-gs1:gln	sources_fields:org-gs1:gpcCategoryCode	sources_fields:org-gs1:gpcCategoryName	sources_fields:org-gs1:isAllergenRelevantDataProvided	sources_fields:org-gs1:lastChangeDateTime	sources_fields:org-gs1:partyName	sources_fields:org-gs1:productionVariantDescription	sources_fields:org-gs1:publicationDateTime	data_sources
00597420600520001669	es				Virutas de jamón serrano																			Bonarea	bonarea	Productos a base de carne, Carnes, Embutidos, Jamón, Jamón de país, Jamones secos, Productos cárnicos españoles, Jamón Serrano, en:raw-cured-ham	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:cured-hams,en:dried-hams,en:spanish-meat-products,en:serrano-ham,en:raw-cured-ham			España	en:spain	"bonÀrea"	bonarea	0																									100g	100g					229	kcal			11	g			3.9000000953674	g			0.5	g			0	g					32	g			5	g			2	g					229	kcal																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	d	15	e	-6	1	28845	3	-15	1	0									App - yuka, Apps
00585604303821001259	es				Finisimo jamon cocido																			Bonarea	bonarea	Productos a base de carne, Carnes, Embutidos, Jamón, Jamón cocido	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:white-hams	Punto Verde	en:green-dot	España	en:spain	"bonÀrea"	bonarea	0																									100g	100g					109	kcal			3	g			1	g			2.5	g			0.6	g					18	g			2	g			0.8	g					109	kcal																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	c	4	e	12	1	28925	-5	-15	1	0									App - yuka, Apps
00585626004720001259	es				Finísimo jamón cocido																			Bonarea	bonarea	Productos a base de carne, Carnes, Embutidos, Jamón, Jamón cocido	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:white-hams			España	en:spain	"bonÀrea"	bonarea	0																									100g	100g					109	kcal			3	g			1	g			2.5	g			0.6	g					18	g			2	g			0.8	g					109	kcal																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	c	4	e	12	1	28925	-5	-15	1	0									App - yuka, Apps
00585635300420001222	es				Jamón cocido																			Bonarea	bonarea	Productos a base de carne, Carnes, Embutidos, Jamón, Jamón cocido	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:white-hams	Sin gluten	en:no-gluten	España	en:spain	"bonÀrea"	bonarea	0																									100g	100g					109	kcal			3	g			1	g			2.5	g			0.6	g					18	g			2	g			0.8	g					109	kcal																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	c	4	e	12	1	28925	-5	-15	1	0									App - yuka, Apps
00584202001421001318	es				Jamón cocido al horno																			Bonarea	bonarea	Productos a base de carne, Carnes, Embutidos, Jamón, Jamón cocido	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:white-hams	Punto Verde	en:green-dot	España	en:spain	"bonÀrea"	bonarea	0																									100g	100g					132	kcal			6	g			2.5	g			1.5	g			0.6	g					18	g			2.5	g			1	g					132	kcal																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	d	13	e	12	1	28925	-5	-15	1	0									App - yuka, Apps
803350017701507299862	es				Jamon cocido nature lonchas																			plataforma carnica	plataforma-carnica	Productos a base de carne, Carnes, Embutidos, Jamón, Jamón cocido	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:white-hams	Punto Verde	en:green-dot	España	en:spain			0																									100g	100g					87	kcal			1.2	g			0.4	g			1	g			0.5	g					17.9	g			1.7	g			0.68	g					87	kcal																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	c	3	e	12	1	28925	-5	-15	1	0									App - yuka, Apps
00704432307320001307	es				FINISIMO JAMON COCIDO AL HORNO																			Bonarea	bonarea	Productos a base de carne, Carnes, Embutidos, Jamón, Jamón cocido	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:white-hams			España	en:spain	"bonÀrea"	bonarea	0																									100g	100g					132	kcal			6	g			2.5	g			1.5	g			0.6	g					18	g			2.5	g			1	g					132	kcal																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	d	13	e	12	1	28925	-5	-15	1	0									App - yuka, Apps
00569019700120002778	es				Jamón serrano																			Bonarea	bonarea	Productos a base de carne, Carnes, Embutidos, Jamón, Jamón de país, Jamones secos, Productos cárnicos españoles, Jamón Serrano, en:raw-cured-ham	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:cured-hams,en:dried-hams,en:spanish-meat-products,en:serrano-ham,en:raw-cured-ham	Punto Verde	en:green-dot	España	en:spain	"bonÀrea"	bonarea	0																									100g	100g					229	kcal			11	g			3.9000000953674	g			0.5	g			0	g					5	g			5	g			2	g					229	kcal																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	d	15	e	-6	1	28845	3	-15	1	0									App - yuka, Apps
00569019700120002747	es				Jamón serrano															215 g				Bonarea	bonarea	Productos a base de carne, Carnes, Embutidos, Jamón, Jamón de país, Jamones secos, Productos cárnicos españoles, Jamón Serrano, en:Raw-cured-ham	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:cured-hams,en:dried-hams,en:spanish-meat-products,en:serrano-ham,en:raw-cured-ham	Punto Verde	en:green-dot	España	en:spain	"bonÀrea"	bonarea	0												Jamon de cerdo, sal, conservadores (nitrato de sodio y nitrato de potasio) y antioxidante (isoascorbato de sodio)													100g	100g					229	kcal			11	g			3.9	g			0.5	g			0	g					32	g			5	g			2	g					229	kcal																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat	3	en:3-processed-foods	d	15	e	-6	1	28845	3	-15	1	0									App - yuka, Apps
00588230101220001067	es				Finisimo Jamón Cocido menos sal																			Bonarea	bonarea	Productos a base de carne, Carnes, Embutidos, Jamón, Jamón cocido	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:white-hams	Punto Verde	en:green-dot	España	en:spain	"bonÀrea"	bonarea	0																									100g	100g					104	kcal			3.3	g			1.2	g			2	g			0.6	g					16.5	g			1.5	g			0.6	g					104	kcal																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	c	3	e	12	1	28925	-5	-15	1	0									App - yuka, Apps
00585611108221001287	es				Finisimo Jamon Cocido																			Bonarea	bonarea	Productos a base de carne, Carnes, Embutidos, Jamón, Jamón cocido	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:white-hams	Punto Verde	en:green-dot	España	en:spain	"bonÀrea"	bonarea	0																									100g	100g					109	kcal			3	g			1	g			2.5	g			0.6	g					18	g			2	g			0.8	g					109	kcal																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	c	4	e	12	1	28925	-5	-15	1	0									App - yuka, Apps
00584204603021001316	es				Jamón cocido al horno																			Bonarea	bonarea	Productos a base de carne, Carnes, Embutidos, Jamón, Jamón cocido	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:white-hams	Sin gluten, Punto Verde	en:no-gluten,en:green-dot	España	en:spain	"bonÀrea"	bonarea	0																									100g	100g					132	kcal			6	g			2.5	g			1.5	g			0.6	g					18	g			2.5	g			1	g					132	kcal																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	d	13	e	12	1	28925	-5	-15	1	0									App - yuka, Apps
00584322709820001078	es				Jamón cocido menos sal																			Bonarea	bonarea	Productos a base de carne, Carnes, Embutidos, Jamón, Jamón cocido	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:white-hams			España	en:spain	"bonÀrea"	bonarea	0																									100g	100g					104	kcal			3.3	g			1.2	g			2	g			0.6	g					16.5	g			1.5	g			0.6	g					104	kcal																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	c	3	e	12	1	28925	-5	-15	1	0									App - yuka, Apps
00584200700521001281	es				Jamón cocido al horno																			Bonarea	bonarea	Productos a base de carne, Carnes, Embutidos, Jamón, Jamón cocido	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:white-hams	Punto Verde	en:green-dot	España	en:spain	"bonÀrea"	bonarea	0																									100g	100g					132	kcal			6	g			2.5	g			1.5	g			0.6	g					18	g			2.5	g			1	g					132	kcal																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	d	13	e	12	1	28925	-5	-15	1	0									App - yuka, Apps
00584224801420001478	es				Jamón cocido al horno																			Bonarea	bonarea	Productos a base de carne, Carnes, Embutidos, Jamón, Jamón cocido	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:white-hams			España	en:spain	"bonÀrea"	bonarea	0																									100g	100g					132	kcal			6	g			2.5	g			1.5	g			0.6	g					18	g			2.5	g			1	g					132	kcal																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	d	13	e	12	1	28925	-5	-15	1	0									App - yuka, Apps
00544724500220006759	es				Jamón serrano familiar																			Bonarea	bonarea	Productos a base de carne, Carnes, Embutidos, Jamón, Jamón de país, Jamones secos, Productos cárnicos españoles, Jamón Serrano, en:raw-cured-ham	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:cured-hams,en:dried-hams,en:spanish-meat-products,en:serrano-ham,en:raw-cured-ham			España	en:spain	"bonÀrea"	bonarea	0																									100g	100g					229	kcal			11	g			3.9	g			0.5	g			0	g					32	g			5	g			2	g					229	kcal																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	d	15	e	-6	1	28845	3	-15	1	0									App - yuka, Apps
00704429004720001314	es				Finisimo jamon cocido																			Bonarea	bonarea	Productos a base de carne, Carnes, Embutidos, Jamón, Jamón cocido	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:white-hams	Sin gluten, Punto Verde	en:no-gluten,en:green-dot	España	en:spain	"bonÀrea"	bonarea	0																									100g	100g					132	kcal			6	g			2.5	g			1.6	g			0.6	g					18	g			2.5	g			1	g					132	kcal																																					en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	d	13	e	12	1	28925	-5	-15	1	0									App - yuka, Apps
